firstname,lastname,gender
Aurelie,Ocloo,0
Dela,Anani,1
Fleur,Dogbe,0
Katia,Bakari,0
Quintina,Diabre,0
Sylvain,Awuku,1
Yawa,Bakari,1
Beatrice,Nyaku,0
Laure,Alassani,0
Karine,Atsu,0
David,Gbikpi,1
Dzidzor,Djondo,0
Dela,Abliza,1
Raymond,Ahove,1
Innocent,Alassani,1
Kossi,Bakari,1
IDRISSOU,Nyavor,1
Xavier,Gbikpi,1
Akosua,Atsu,0
IDRISSOU,Azamati,1
Laurent,Obodai,1
Vincent,Koffi,1
Thierry,Agbodeka,1
IDRISSOU,Togbe,1
Adeline,Bangoura,0
Kwesi,Agbozo,1
Odon,Adzaho,1
Kokou,Akakpo,1
Akua,Sokpor,0
Kwame,Ayigbe,1
Folly,Attipoe,1
Nicolas,Avoseh,1
Genevieve,Mensah,0
Raymond,Agbodeka,1
Brigitte,Bangoura,0
Yvette,Ahove,0
Lydia,Alassani,0
David,Akakpo-Doe,1
Odette,Agbeko,0
Brigitte,Anani,0
Zacharie,Atsu,1
Sarah,Gbedemah,0
Kouadio,Mensah,1
Yao,Togbe,1
Rebecca,Togbe,0
Quintine,Agbodeka,0
Quentin,Ofori,1
Yvette,Tetteh,0
Gbenga,Ayite,1
Efia,Amekudzi,0
Folly,Bakari,1
Kofi,Nayo,1
Marcel,Dossou,1
Yvette,Agbeko,0
Folly,Tetteh,1
Giselle,Amegashie,0
Liliane,Agbeko,0
Paulin,Morquette,1
Afi,Diawara,0
Essonani,Takyi,1
Yawa,Ayite,1
Anani,Koffi,1
Diane,Ocloo,0
Mansan,Awuku,0
Sophia,Attipoe,0
Efua,Nkrumah,0
Eloise,Gbedemah,0
Zoe,Ahove,0
Dela,Amegashie,1
Nathanael,Amekudzi,1
Akossiwa,Abliza,0
Zinsou,Dogbe,1
Xaviera,Gnama,0
Florence,Moussa,0
Komi,Togbe,1
Kodjo,Nyaku,1
Odile,Dzokoto,0
Wenceslas,Moussa,1
Clement,Agbozo,1
Mireille,Soglo,0
Kwame,Ofori,1
Katherine,Nyaku,0
Odon,Djondo,1
Sophie,Dzokoto,0
Kwadwo,Gbikpi,1
Komi,Atsu,1
Beatrice,Akoto,0
Jeanne,Diabre,0
Denis,Ayite,1
Diane,Awuku,0
Caleb,Gbedemah,1
Katherine,Hounnou,0
Isidore,Ahove,1
Philippe,Akakpo,1
Afia,Agbodeka,0
Odile,Ocloo,0
Adwoa,Agbozo,0
Valerie,Adzaho,0
Xaviera,Nkrumah,0
Essowaza,Koffi,1
Winnie,Hounnou,0
Olivier,Bakari,1
Sophia,Agbozo,0
Kwadwo,Nayo,1
Benoit,Diawara,1
Afia,Ofori,0
Benoit,Ofori,1
Quintine,Nyaku,0
Serge,Avoseh,1
Kokou,Dossou,1
Agbeko,Ayite,1
Gifty,Soglo,0
Essonani,Bakari,1
Etienne,Akoto,1
Nicolette,Akakpo-Doe,0
Wenceslas,Diawara,1
Catherine,Abliza,0
Atsuko,Attipoe,0
Laure,Agbobli,0
Viviane,Mensah,0
Gaston,Avoseh,1
Katia,Diabre,0
Violette,Diabre,0
Roxane,Diabre,0
Isidore,Koffi,1
Liliane,Ayite,0
Denis,Ofori,1
Violette,Nyavor,0
Cecilia,Bakari,0
Estelle,Agbobli,0
Marcel,Alassani,1
Denis,Agbozo,1
Zoe,Agbozo,0
Sabrina,Dogbe,0
Tina,Soglo,0
Esso,Agbeko,1
Romain,Avoseh,1
Kokou,Hounnou,1
Abiré,Takyi,0
Ezechiel,Diawara,1
Genevieve,Amouzou,0
Genevieve,Agbodeka,0
Grace,Dogbe,0
Olivier,Diabre,1
Atsuko,Diawara,0
Koku,Djondo,1
Cecile,Dossou,0
Nicolas,Anani,1
Agbeko,Dzokoto,1
Quenotte,Dogbe,0
Aline,Awuku,0
Raoul,Agbozo,1
IDRISSOU,Ayite,1
Sébastien,Amekudzi,1
Zoe,Avoseh,0
Blandine,Nayo,0
Sébastien,Obodai,1
Bassooma,Agbobli,1
Yasmine,Attipoe,0
Thierry,Ahove,1
Lise,Adzaho,0
Vincent,Djondo,1
Mireille,Gbedemah,0
Sylvain,Togbe,1
Giselle,Gbikpi,0
Danielle,Azamati,0
Zacharie,Agbobli,1
Awura,Abliza,0
Raymond,Sokpor,1
Victor,Nayo,1
Gifty,Djondo,0
Nathanael,Koffi,1
Sylvain,Nayo,1
Vincent,Gbedemah,1
Boevi,Ayigbe,1
Yaa,Dzokoto,0
Azhar,Morquette,1
Kouadio,Amevor,1
Folly,Diabre,1
Fatoumata,Alassani,0
Ximena,Dogbe,0
Sarah,Diawara,0
Isidore,Amegashie,1
Nicolette,Ayigbe,0
Eloise,Djondo,0
Kodjovi,Gbikpi,1
Nathanael,Atsu,1
Viviane,Diawara,0
Essowaza,Amouzou,1
Innocent,Dossou,1
Ximena,Asamoah,0
Rachelle,Bangoura,0
Michel,Abliza,1
Ursula,Anani,0
Roxane,Awuku,0
Aline,Diabre,0
Karine,Agbozo,0
Michel,Nkrumah,1
Danielle,Koffi,0
Thierry,Koffi,1
Isidore,Asamoah,1
Komla,Agbozo,1
Joelle,Ofori,0
Marie,Bangoura,0
Brigitte,Amevor,0
Efia,Gbikpi,0
Kafui,Amekudzi,0
Koku,Attipoe,1
Marcel,Dogbe,1
Afi,Avoseh,0
Fiifi,Nyavor,1
Olympe,Dogbe,0
Kokou,Avoseh,1
Olivier,Dossou,1
Kokouga,Amevor,1
Afia,Asamoah,0
Cecile,Gnama,0
Fleur,Asamoah,0
Kossi,Takyi,1
IDRISSOU,Agbodeka,1
Benoit,Soglo,1
Essonani,Dogbe,1
Benoit,Amevor,1
Alain,Djondo,1
Luc,Akakpo-Doe,1
Didi,Bakari,1
Hubert,Alassani,1
Zara,Azamati,0
Denis,Dzokoto,1
Mazamesso,Atsu,1
Hortense,Asamoah,0
LARE,Nyaku,1
Henri,Atsu,1
Esso,Asamoah,1
Wenceslas,Attipoe,1
Quenotte,Agbodeka,0
Fleur,Alassani,0
Yannick,Agbozo,1
Vera,Agbeko,0
Quenotte,Alassani,0
Bèni,Akakpo,1
Therese,Amouzou,0
Adjoua,Akakpo,1
Beatrice,Agbozo,0
Gaston,Amevor,1
Katherine,Asamoah,0
Zelda,Akakpo-Doe,0
Delphine,Gbikpi,0
Amenyo,Amekudzi,0
Laure,Attipoe,0
Denis,Anani,1
Nathanael,Amevor,1
Nicolas,Agbodeka,1
Queen,Ayite,0
Innocent,Awuku,1
Rebecca,Amevor,0
Romain,Ahove,1
Amenyo,Dogbe,0
Vera,Amekudzi,0
Aline,Dogbe,0
Fatoumata,Amevor,0
Louis,Ayite,1
Irene,Agbozo,0
Ophelie,Bangoura,0
Patrick,Adzaho,1
Philippe,Diawara,1
IDRISSOU,Mensah,1
Cecile,Awuku,0
Wenceslas,Anani,1
Beatrice,Atsu,0
Simone,Bakari,0
Charles,Akoto,1
Ilétou,Dossou,0
Caleb,Mensah,1
Xavier,Amouzou,1
Irene,Akoto,0
Togbe,Hounnou,1
Florence,Diabre,0
Bèni,Amekudzi,1
Nana,Agbobli,0
Xaviera,Agbodeka,0
Sarah,Ayigbe,0
Bèni,Dossou,1
Sophie,Akoto,0
Kodjo,Sokpor,1
Koffi-Doe,Dzokoto,1
Vincent,Attipoe,1
Katia,Agbozo,0
Komi,Alassani,1
Edem,Azamati,1
Sophie,Avoseh,0
Edem,Dzokoto,1
Willy,Dossou,1
Ursula,Soglo,0
Blandine,Alassani,0
Victor,Dogbe,1
Adjoua,Dogbe,1
Philippe,Agbodeka,1
Kossiwa,Asamoah,0
Mensah,Akakpo,1
Pascal,Attipoe,1
Olympe,Agbodeka,0
Quintine,Gnama,0
Diane,Akoto,0
Pascal,Diawara,1
Kouadio,Dossou,1
Helena,Amegashie,0
Lise,Agbodeka,0
Yannick,Bangoura,1
Ophelie,Azamati,0
Kouadio,Ayigbe,1
Kodjo,Attipoe,1
Koku,Akoto,1
Jacques,Sokpor,1
Agbeko,Gnama,1
Sébastien,Takyi,1
Odette,Bangoura,0
Giselle,Gnama,0
Ursule,Gnama,0
Komi,Anani,1
Zara,Soglo,0
Sophia,Mensah,0
Nicolette,Agbozo,0
Wanda,Nyavor,0
Luc,Atsu,1
Estelle,Tetteh,0
Wendy,Awuku,0
Odile,Amouzou,0
Akakpo,Foli,1
Adjoua,Nyaku,1
Nicolette,Ocloo,0
Didi,Ayigbe,1
Téléky,Azamati,1
Estelle,Amekudzi,0
Togbe,Djondo,1
Therese,Gbikpi,0
Wendy,Tetteh,0
Adjoa,Moussa,0
Viviane,Foli,0
Fatoumata,Dossou,0
Sarah,Ayite,0
Therese,Takyi,0
Abiré,Akoto,0
Martine,Diabre,0
Ursula,Gnama,0
Benoit,Attipoe,1
Cecile,Bangoura,0
Sophia,Atsu,0
Mireille,Amekudzi,0
Kouadio,Adzaho,1
Adjoua,Amekudzi,1
Vera,Awuku,0
Raoul,Awuku,1
Wanda,Djondo,0
Isabelle,Gnama,0
Victor,Azamati,1
Kodjovi,Soglo,1
Mawuli,Sokpor,1
Mireille,Dossou,0
Kwaku,Adzaho,1
Wendy,Dogbe,0
Catherine,Azamati,0
Luc,Foli,1
Atsuko,Agbozo,0
Marcel,Asamoah,1
Kwadwo,Akakpo,1
Mawuli,Avoseh,1
Nicolas,Ahove,1
Olympe,Akoto,0
Abiré,Ocloo,0
Efua,Nyaku,0
Simone,Asamoah,0
Kwaku,Koffi,1
Sophie,Amouzou,0
Afia,Nyaku,0
Anani,Moussa,1
Sophie,Dossou,0
Jean,Amegashie,1
Patrick,Azamati,1
Rebecca,Obodai,0
Rachelle,Amekudzi,0
Koku,Bakari,1
Philippe,Ayite,1
Georges,Djondo,1
Marcel,Nkrumah,1
Dela,Atsu,1
Edem,Bakari,1
Gaston,Dzokoto,1
Kodjo,Togbe,1
Roxane,Obodai,0
Hubert,Dogbe,1
Ezechiel,Ayigbe,1
Yannick,Amouzou,1
Blandine,Attipoe,0
Noah,Djondo,1
Akakpo,Ayite,1
Violette,Gbedemah,0
Ursula,Dzokoto,0
Quintine,Amevor,0
Kwame,Foli,1
Victor,Togbe,1
Ilétou,Avoseh,0
Emmanuel,Ayigbe,1
Liliane,Akakpo,0
Winnie,Atsu,0
Nadine,Attipoe,0
Ophelie,Avoseh,0
Zacharie,Agbeko,1
Akakpo,Azamati,1
Nathanael,Ayite,1
Sébastien,Akakpo,1
Mireille,Agbozo,0
Odon,Amekudzi,1
Benoit,Moussa,1
Méyébinesso,Dossou,1
David,Hounnou,1
Atsuko,Alassani,0
David,Akoto,1
Koku,Togbe,1
Dodji,Azamati,1
Dzidzor,Adzaho,0
Aline,Abliza,0
Pascale,Bangoura,0
Helena,Nayo,0
Louis,Atsu,1
Méyébinesso,Amekudzi,1
Louis,Ayigbe,1
Agbeko,Nyavor,1
Adwoa,Tetteh,0
Zelda,Attipoe,0
Yannick,Sokpor,1
Awura,Awuku,0
Marcel,Diawara,1
Willy,Agbeko,1
Odette,Gbikpi,0
Florence,Bakari,0
Michel,Dogbe,1
Irene,Attipoe,0
Mawusi,Nyaku,0
Sébastien,Avoseh,1
Komla,Dzokoto,1
Delphine,Foli,0
Vera,Djondo,0
Patience,Gbikpi,0
Roxane,Attipoe,0
Marcel,Hounnou,1
Marie,Ahove,0
Queen,Bangoura,0
François,Akakpo,1
Afia,Dzokoto,0
Quenotte,Ofori,0
Sylvain,Akakpo-Doe,1
Julien,Amekudzi,1
Afia,Attipoe,0
Zelda,Ahove,0
Paulin,Dogbe,1
Helena,Bakari,0
Rebecca,Djondo,0
Xenia,Adzaho,0
Xaviera,Agbeko,0
Remi,Azamati,1
Kossiwa,Ayite,0
Pascal,Tetteh,1
Nathalie,Avoseh,0
Liliane,Bangoura,0
Diane,Asamoah,0
Xavier,Akakpo-Doe,1
Yao,Bakari,1
Awura,Azamati,0
Isabelle,Diabre,0
Bèni,Bakari,1
Sabrina,Hounnou,0
Giselle,Akakpo,0
Quenotte,Ayigbe,0
Akosua,Mensah,0
Michel,Avoseh,1
Zelda,Amouzou,0
Kossiwa,Gbedemah,0
Didi,Diabre,1
Kwesi,Nkrumah,1
Catherine,Foli,0
Kossi,Nyavor,1
Yao,Moussa,1
Abdel-Aziz,Ahove,1
Akosua,Akakpo-Doe,0
Ditoma,Ofori,1
Liliane,Soglo,0
Juliette,Azamati,0
Zacharie,Koffi,1
Zoe,Gbikpi,0
David,Avoseh,1
Juliette,Nkrumah,0
Caleb,Asamoah,1
Koffi,Agbozo,1
Liliane,Dzokoto,0
Essowaza,Agbobli,1
Raoul,Atsu,1
Sophie,Tetteh,0
Kafui,Gnama,0
Pierrette,Djondo,0
Helena,Akakpo,0
Victor,Bakari,1
Viviane,Atsu,0
Esso,Ayigbe,1
Bèni,Agbodeka,1
Wanda,Awuku,0
Julien,Gbedemah,1
Danielle,Moussa,0
Komivi,Bangoura,1
Pascale,Mensah,0
Efia,Togbe,0
Odon,Mensah,1
Nathalie,Akakpo,0
Paulin,Akoto,1
Kokou,Mensah,1
Marcel,Togbe,1
Odile,Ayigbe,0
Ditoma,Amegashie,1
Fiifi,Morquette,1
Beatrice,Nkrumah,0
Efua,Agbodeka,0
Steven,Hounnou,1
Hilaire,Agbeko,1
Mazamesso,Bakari,1
Mawuli,Akakpo,1
Delphine,Akakpo,0
Xenia,Amevor,0
Kodjovi,Nayo,1
Quentin,Agbobli,1
Zara,Agbobli,0
Lise,Alassani,0
Ezechiel,Gnama,1
Efua,Amouzou,0
Togbe,Ofori,1
Quentin,Nyavor,1
Didi,Amouzou,1
Sabrina,Nyavor,0
Willy,Hounnou,1
Patrick,Dzokoto,1
Mazamesso,Nayo,1
Ezechiel,Dzokoto,1
Kokou,Gbedemah,1
Pascale,Djondo,0
Amenyo,Soglo,0
Médar,Alassani,1
Danielle,Sokpor,0
Méyébinesso,Avoseh,1
Fiosron,Dogbe,0
Nadine,Diawara,0
Akowé,Bangoura,1
Therese,Asamoah,0
Isabelle,Foli,0
Hilaire,Dossou,1
Zacharie,Togbe,1
Ulysse,Hounnou,1
Quintine,Morquette,0
Mawusi,Dossou,0
Amenyo,Amouzou,0
Bernard,Amevor,1
Giselle,Ayigbe,0
Pascal,Azamati,1
Simone,Nkrumah,0
Koku,Mensah,1
Cecile,Djondo,0
Irene,Alassani,0
Michel,Diawara,1
Zelda,Akakpo,0
Steven,Amouzou,1
Kwame,Amegashie,1
Kodjovi,Alassani,1
Olivier,Attipoe,1
Bassooma,Asamoah,1
Helene,Agbozo,0
Fleur,Nyavor,0
Thibault,Tetteh,1
Hortense,Djondo,0
Lise,Amouzou,0
Gbenga,Agbozo,1
Tatiana,Asamoah,0
Michel,Gbedemah,1
Abena,Agbodeka,0
IDRISSOU,Akakpo,1
Liliane,Dossou,0
Therese,Adzaho,0
Wendie,Bangoura,0
Jocelyn,Nyaku,1
Louis,Gbedemah,1
Hortense,Togbe,0
Mansan,Morquette,0
Marie,Abliza,0
Zoe,Dogbe,0
Afi,Akoto,0
Danielle,Agbozo,0
Kafui,Agbobli,0
Mireille,Anani,0
Wendie,Nyaku,0
Therese,Agbozo,0
Agbeko,Amekudzi,1
Danielle,Dzokoto,0
Marie,Gbikpi,0
Akua,Tetteh,0
Kodjo,Akakpo,1
Jocelyn,Akoto,1
Karine,Agbobli,0
Odile,Akakpo,0
Adjoa,Gbikpi,0
Adwoa,Ayigbe,0
Laurent,Azamati,1
Lydia,Nyaku,0
François,Dossou,1
Sarah,Dogbe,0
Jacqueline,Ayite,0
Hugues,Foli,1
Jacques,Agbodeka,1
Mawuli,Ahove,1
Helene,Bangoura,0
Simone,Ahove,0
Helene,Gnama,0
Helena,Anani,0
Valerie,Diawara,0
Ditoma,Mensah,1
Agbeko,Amevor,1
Blandine,Foli,0
Giselle,Ahove,0
Dzidzor,Morquette,0
Paulin,Agbozo,1
Rachelle,Ocloo,0
Akakpo,Sokpor,1
Beatrice,Alassani,0
Ursula,Awuku,0
Dodji,Foli,1
Yvette,Foli,0
Zara,Koffi,0
Koffi,Djondo,1
Nana,Ayigbe,0
Zoe,Moussa,0
Fabrice,Amegashie,1
Nicolas,Nyaku,1
François,Diabre,1
Gbenga,Amevor,1
Serge,Togbe,1
Eloise,Awuku,0
Helena,Mensah,0
Sophia,Akakpo,0
Jacques,Amevor,1
Aurelie,Ayigbe,0
Fleur,Bakari,0
Quentin,Ayigbe,1
Ezechiel,Ayite,1
Juliette,Hounnou,0
Akosua,Ocloo,0
Mawusi,Ayigbe,0
Lise,Dzokoto,0
Wanda,Akakpo-Doe,0
Gaston,Agbozo,1
Noah,Agbozo,1
LARE,Akoto,1
Lise,Akakpo-Doe,0
Benoit,Nayo,1
Joelle,Diabre,0
Martine,Foli,0
Diane,Abliza,0
Afi,Djondo,0
Quintina,Amegashie,0
Adwoa,Awuku,0
Eloise,Agbodeka,0
Jocelyn,Dzokoto,1
Thierry,Amekudzi,1
IDRISSOU,Attipoe,1
Rosalie,Amevor,0
Aurelie,Amekudzi,0
Remi,Nayo,1
Nicolas,Koffi,1
Patience,Amekudzi,0
Ursule,Amegashie,0
Hilaire,Agbodeka,1
Xenia,Djondo,0
Sarah,Dzokoto,0
Mazamesso,Mensah,1
Bèni,Amegashie,1
Nathalie,Tetteh,0
Kokou,Gbikpi,1
Wanda,Ofori,0
Laurent,Anani,1
Marcel,Ahove,1
Marcel,Koffi,1
Ophelie,Diawara,0
Médar,Ayigbe,1
Adeline,Diabre,0
Florence,Ayite,0
Olympe,Ayigbe,0
Kossiwa,Koffi,0
Roxane,Bakari,0
Patrick,Nyavor,1
Queen,Amegashie,0
Komi,Moussa,1
Ursula,Akakpo-Doe,0
Nicolette,Akakpo,0
Helena,Ahove,0
Kossiwa,Diabre,0
Aurelie,Akakpo-Doe,0
Gildas,Atsu,1
Emmanuel,Atsu,1
Sophia,Agbodeka,0
Azhar,Foli,1
Brigitte,Adzaho,0
Yvette,Amevor,0
Mawuli,Djondo,1
Patrick,Diawara,1
Ines,Ocloo,0
Kwadwo,Dzokoto,1
Boevi,Dzokoto,1
Blandine,Nyaku,0
Fiosron,Mensah,0
Odon,Koffi,1
Komla,Anani,1
Akosua,Obodai,0
Rachelle,Akakpo-Doe,0
LARE,Attipoe,1
Martine,Nyavor,0
Philippe,Bakari,1
Dela,Diabre,1
Zacharie,Ahove,1
Olympe,Sokpor,0
Sébastien,Sokpor,1
Xenia,Bangoura,0
Togbe,Dogbe,1
Jocelyn,Dossou,1
Odette,Ayite,0
Odon,Ocloo,1
Rosalie,Amekudzi,0
Komi,Amegashie,1
Wanda,Ayigbe,0
Charles,Bangoura,1
Wenceslas,Atsu,1
Koku,Atsu,1
Tania,Dogbe,0
Wendie,Ayigbe,0
Téléky,Alassani,1
Yawa,Gbikpi,1
Xenia,Tetteh,0
Cecile,Akakpo,0
Mansan,Akoto,0
Liliane,Alassani,0
Mireille,Atsu,0
Togbe,Amouzou,1
Grace,Diawara,0
Mawuli,Dzokoto,1
Katherine,Awuku,0
Mazamesso,Togbe,1
Agbeko,Diabre,1
Akua,Atsu,0
Odon,Akoto,1
Ursule,Akakpo-Doe,0
Thibault,Hounnou,1
Tina,Ayite,0
Lise,Atsu,0
Sarah,Agbodeka,0
Gbenga,Togbe,1
Vincent,Asamoah,1
Dodji,Avoseh,1
Thibault,Togbe,1
Michel,Diabre,1
Elise,Azamati,0
Efia,Atsu,0
Fatoumata,Bangoura,0
Louis,Togbe,1
Gbenga,Ahove,1
Essowaza,Agbozo,1
Innocent,Asamoah,1
Willy,Amegashie,1
Komi,Nyaku,1
Jacqueline,Dogbe,0
Steven,Nkrumah,1
Gaston,Gbikpi,1
Kokou,Agbobli,1
Rosalie,Nyavor,0
Noah,Morquette,1
IDRISSOU,Dzokoto,1
Willy,Diawara,1
Gildas,Tetteh,1
Kwaku,Gnama,1
Florence,Hounnou,0
Juliette,Koffi,0
Kodjo,Awuku,1
Jocelyn,Atsu,1
Blandine,Bangoura,0
Marcel,Agbeko,1
Kwame,Gbedemah,1
Steven,Akakpo,1
Beatrice,Bakari,0
Xavier,Nayo,1
Jacqueline,Amekudzi,0
Yaa,Foli,0
Kokou,Attipoe,1
Ximena,Tetteh,0
Mazamesso,Attipoe,1
Fabrice,Agbozo,1
Nicolas,Sokpor,1
Quintina,Ocloo,0
Ayouba,Dzokoto,1
Aline,Atsu,0
Jocelyn,Ayigbe,1
Sylvain,Dzokoto,1
Mensah,Mensah,1
Atsuko,Sokpor,0
Laure,Azamati,0
Mansan,Azamati,0
Paulin,Atsu,1
Akua,Nkrumah,0
Winnie,Amekudzi,0
Lydia,Amevor,0
Yaa,Alassani,0
Pascale,Agbobli,0
Nicolette,Moussa,0
Caleb,Dogbe,1
Essowaza,Bangoura,1
Steven,Asamoah,1
Adjoa,Tetteh,0
Raymond,Agbozo,1
Essowaza,Nyaku,1
Amenyo,Koffi,0
Pascal,Diabre,1
Noah,Anani,1
Jocelyn,Dogbe,1
Genevieve,Bakari,0
Helene,Azamati,0
Juliette,Mensah,0
Wendy,Akakpo,0
Marcel,Attipoe,1
Tina,Atsu,0
Kodjo,Takyi,1
Florence,Agbodeka,0
Komivi,Dzokoto,1
Yvette,Nkrumah,0
Odette,Sokpor,0
Komi,Adzaho,1
Kafui,Dogbe,0
Aline,Djondo,0
Rachelle,Dzokoto,0
Joelle,Avoseh,0
Zoe,Obodai,0
Hilaire,Ayigbe,1
Kouadio,Amouzou,1
Odette,Obodai,0
Innocent,Bangoura,1
Koffi-Doe,Atsu,1
Yaa,Agbodeka,0
Yves,Dossou,1
Kwaku,Obodai,1
Jean,Azamati,1
Yannick,Diawara,1
Thierry,Dossou,1
Pascal,Amegashie,1
Remi,Foli,1
Catherine,Bakari,0
Innocent,Gnama,1
Kodjovi,Asamoah,1
Quentin,Dogbe,1
Giselle,Awuku,0
Joelle,Agbozo,0
Gaston,Nkrumah,1
Helene,Amouzou,0
Winnie,Gbikpi,0
Nadine,Dossou,0
Kokou,Gnama,1
Yvette,Diabre,0
Kouadio,Takyi,1
Rebecca,Dossou,0
Atsuko,Amouzou,0
Laure,Diawara,0
Abiré,Anani,0
Serge,Akoto,1
Akossiwa,Dzokoto,0
Ilétou,Akakpo,0
Alain,Moussa,1
Zinsou,Ahove,1
Komi,Nayo,1
Quintine,Dzokoto,0
Yao,Gbedemah,1
Didi,Azamati,1
Katia,Dzokoto,0
Kossiwa,Amevor,0
Kwadwo,Atsu,1
Akosua,Takyi,0
Innocent,Dzokoto,1
Afia,Alassani,0
Efua,Akakpo-Doe,0
Brigitte,Agbeko,0
Sophie,Koffi,0
Koku,Amekudzi,1
Yasmine,Morquette,0
Ursula,Akakpo,0
Mensah,Anani,1
Aline,Akakpo,0
Ama,Amevor,0
Odile,Akakpo-Doe,0
Isabelle,Bakari,0
Martine,Morquette,0
Xavier,Gnama,1
Gildas,Dossou,1
Yasmine,Ayigbe,0
Raoul,Nyaku,1
Wendy,Ahove,0
Ulysse,Ahove,1
Awura,Akakpo-Doe,0
Akosua,Sokpor,0
Kouadio,Asamoah,1
Patrick,Gbikpi,1
Danielle,Soglo,0
Tatiana,Bangoura,0
Togbe,Gbikpi,1
Marcel,Morquette,1
Delphine,Awuku,0
Gbenga,Atsu,1
Wendie,Atsu,0
Noah,Sokpor,1
Bèni,Diawara,1
Jocelyn,Awuku,1
Delphine,Asamoah,0
Queen,Adzaho,0
Gifty,Ayigbe,0
Ursula,Djondo,0
Akosua,Ofori,0
Hortense,Attipoe,0
Folly,Avoseh,1
Rosalie,Akakpo,0
Juliette,Dzokoto,0
Ursula,Agbeko,0
Denis,Alassani,1
Komivi,Bakari,1
Louis,Asamoah,1
Isabelle,Nyaku,0
Téléky,Ahove,1
Fiifi,Nyaku,1
Kodjovi,Bakari,1
Isidore,Diawara,1
Dela,Hounnou,1
Afi,Awuku,0
Afi,Agbodeka,0
Odon,Alassani,1
Georges,Azamati,1
Jacques,Avoseh,1
Nadine,Diabre,0
Akossiwa,Amegashie,0
Victor,Attipoe,1
Zacharie,Ayite,1
Komi,Abliza,1
Jocelyn,Nayo,1
Quenotte,Asamoah,0
Odon,Agbodeka,1
Koffi-Doe,Azamati,1
Odile,Alassani,0
Zacharie,Awuku,1
Etienne,Diabre,1
Fabrice,Ocloo,1
Amouzou,Awuku,1
Xaviera,Takyi,0
Genevieve,Attipoe,0
Nicolas,Ayigbe,1
Juliette,Togbe,0
Amouzou,Foli,1
Kouadio,Foli,1
Quintine,Koffi,0
Koku,Avoseh,1
Mazamesso,Abliza,1
Komi,Dzokoto,1
Mawusi,Bakari,0
Folly,Dogbe,1
Gildas,Nyaku,1
Louis,Agbodeka,1
Lise,Diawara,0
Efua,Takyi,0
Mansan,Bakari,0
Hortense,Nkrumah,0
Aline,Obodai,0
Hortense,Gbedemah,0
Fiosron,Amekudzi,0
Fatoumata,Foli,0
Helena,Amouzou,0
Valerie,Azamati,0
Therese,Nyavor,0
Bèni,Agbozo,1
Ama,Bakari,0
Jacques,Gnama,1
Nicolas,Mensah,1
Ekoue,Gbedemah,1
Wendie,Amevor,0
Mawusi,Togbe,0
Viviane,Akakpo-Doe,0
Lydia,Takyi,0
Thibault,Moussa,1
Komivi,Awuku,1
Lise,Asamoah,0
Quintine,Ofori,0
Romain,Nyavor,1
Sébastien,Anani,1
Eloise,Dossou,0
Jocelyn,Amevor,1
Folly,Ayite,1
Yaa,Bangoura,0
Rosalie,Anani,0
Benoit,Azamati,1
Abena,Obodai,0
Kokou,Azamati,1
Gildas,Bangoura,1
Abiré,Nkrumah,0
Emmanuel,Amegashie,1
Louis,Mensah,1
Helene,Nkrumah,0
Rachelle,Akoto,0
Kossiwa,Akakpo-Doe,0
Ekoue,Amegashie,1
Liliane,Nkrumah,0
Kofi,Ayigbe,1
Danielle,Tetteh,0
Cecilia,Amekudzi,0
Kossi,Koffi,1
Ursula,Ocloo,0
Danielle,Agbodeka,0
Didi,Asamoah,1
Koffi,Agbeko,1
Odette,Takyi,0
Nicolette,Nyavor,0
Azhar,Amegashie,1
Valerie,Ayigbe,0
Yannick,Soglo,1
Karine,Amekudzi,0
Zinsou,Ayite,1
Karine,Amegashie,0
Remi,Atsu,1
Elise,Gnama,0
Kokou,Nyavor,1
Liliane,Attipoe,0
Rachelle,Ahove,0
David,Agbozo,1
Georges,Foli,1
Mazamesso,Anani,1
Dela,Djondo,1
Juliette,Nayo,0
Catherine,Awuku,0
Ulysse,Amegashie,1
Gbenga,Agbodeka,1
Abdel-Aziz,Diabre,1
Ximena,Nyaku,0
Amouzou,Nyavor,1
Philippe,Attipoe,1
Quintine,Bakari,0
Henri,Diawara,1
Georges,Amouzou,1
Quentin,Mensah,1
Pascale,Diawara,0
Dela,Akoto,1
Wanda,Alassani,0
Odile,Bangoura,0
Violette,Gnama,0
Dela,Ofori,1
IDRISSOU,Ocloo,1
Olivier,Obodai,1
Irene,Koffi,0
Nicolas,Ocloo,1
Roxane,Asamoah,0
Afia,Gbikpi,0
Henri,Attipoe,1
Koffi,Ayigbe,1
Paulin,Abliza,1
Nicolas,Ayite,1
Adjoua,Amegashie,1
Hilaire,Ocloo,1
Quentin,Agbeko,1
Bassooma,Azamati,1
Steven,Ahove,1
Efua,Gbikpi,0
Anani,Amegashie,1
Aurelie,Amegashie,0
Adwoa,Atsu,0
Aline,Amegashie,0
Odette,Amouzou,0
Pascale,Amegashie,0
Philippe,Nyaku,1
Kokouga,Amouzou,1
Wenceslas,Dogbe,1
Mansan,Mensah,0
Odile,Amekudzi,0
Azhar,Soglo,1
Nathalie,Amevor,0
Fabrice,Awuku,1
Jacques,Awuku,1
David,Agbobli,1
Jean,Amevor,1
Thibault,Bangoura,1
Rachelle,Togbe,0
Yao,Anani,1
Yannick,Alassani,1
Médar,Nayo,1
